city,date,pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,aqi
Hyderabad,9/2/2015,134.67,109.86,4.38,16.54,20.91,74.29,0.32,3.67,42.7,266
Lucknow,9/2/2015,134.67,109.86,5.69,33.45,4.22,74.29,17.17,3.67,34.11,266
Mumbai,9/2/2015,134.67,109.86,5.69,33.45,28.25,74.29,0,3.67,34.11,266
Ahmedabad,10/2/2015,105.39,109.86,1.41,18.21,18.75,74.29,1.41,35.91,56.15,256
Bengaluru,10/2/2015,105.39,109.86,4.97,20.18,13.54,13.04,0.77,1.04,39.86,256
Chennai,10/2/2015,105.39,109.86,8.99,13.2,16.15,58.69,1,6.64,40.77,256
Delhi,10/2/2015,153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,319
Hyderabad,10/2/2015,153.07,218.23,3.95,12.77,16.73,79.54,0.29,3.38,39.34,319
Lucknow,10/2/2015,153.07,218.23,4.28,17.01,4.22,79.54,11.44,132.63,39.29,319
Mumbai,10/2/2015,153.07,218.23,4.28,17.01,28.48,79.54,0,132.63,39.29,319
Ahmedabad,11/2/2015,66.52,218.23,6.34,23.8,28.24,79.54,6.34,66.58,53.14,388
Bengaluru,11/2/2015,66.52,218.23,10.52,26.52,20.81,12.44,0.57,1.64,32.19,388
Chennai,11/2/2015,66.52,218.23,11.62,14.8,17.39,50.48,1,6.87,40.57,388
Delhi,11/2/2015,116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,334
Hyderabad,11/2/2015,116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,334
Lucknow,11/2/2015,116.91,316.14,6.41,28.63,4.22,95.13,16.55,179.18,42.61,334
Mumbai,11/2/2015,116.91,316.14,6.41,28.63,27.56,95.13,0,179.18,42.61,334
Ahmedabad,12/2/2015,65.04,316.14,14.19,30.1,44.21,95.13,14.19,65.91,31.88,288
Bengaluru,12/2/2015,65.04,316.14,10.1,21.47,18,26.22,0.96,12.98,44.15,288
Chennai,12/2/2015,65.04,316.14,10.77,14.27,16.47,47.94,0.97,6.79,47.85,288
Delhi,12/2/2015,177.98,394.97,30.48,42.73,58.19,69.47,13.75,9.2,25.58,342
Hyderabad,12/2/2015,177.98,394.97,6.82,26.48,33.3,69.47,0.72,1.67,0.02,342
Lucknow,12/2/2015,177.98,394.97,6.18,33.18,4.14,69.47,14.85,103.59,41.16,342
Mumbai,12/2/2015,177.98,394.97,6.18,33.18,27.86,69.47,0,103.59,41.16,342
Ahmedabad,13-02-2015,103.36,394.97,18.18,39.56,57.33,69.47,18.18,80.43,40.11,510
Bengaluru,13-02-2015,103.36,394.97,16.74,21.85,23.38,19.31,1.32,7.56,37.79,510
Chennai,13-02-2015,103.36,394.97,11.4,14.16,14.83,56.36,1.19,7.21,36.94,510
Delhi,13-02-2015,167.01,328.43,32.23,44.61,55.13,83.96,11.26,7.77,27.62,341
Hyderabad,13-02-2015,167.01,328.43,28.51,12.59,41.1,83.96,0.39,2.32,0.02,341
Lucknow,13-02-2015,167.01,328.43,3.63,16.65,6.06,83.96,7.77,180.85,39.1,341
Mumbai,13-02-2015,167.01,328.43,3.63,16.65,28,83.96,0,180.85,39.1,341
Ahmedabad,14-02-2015,177.33,328.43,37.49,47.58,77.85,83.96,37.49,99.72,36.47,761
Bengaluru,14-02-2015,177.33,328.43,11.29,26.05,21.19,17.14,0.9,5.18,31.76,761
Chennai,14-02-2015,177.33,328.43,9.83,12.97,15.28,56.06,1.43,7.84,31.32,761
Delhi,14-02-2015,193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,377
Hyderabad,14-02-2015,193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,377
Lucknow,14-02-2015,193.96,412.46,6.27,35.7,4.46,137.27,17.62,9.36,29.49,377
Mumbai,14-02-2015,193.96,412.46,6.27,35.7,28.2,137.27,0,9.36,29.49,377
Ahmedabad,15-02-2015,113.25,412.46,15.55,30.5,44.87,137.27,15.55,69.71,33.78,475
Bengaluru,15-02-2015,113.25,412.46,4.71,23.68,15.19,11.14,0.76,4.82,45.16,475
Chennai,15-02-2015,113.25,412.46,9.97,13.02,16.57,68.44,0.99,7.58,26.41,475
Delhi,15-02-2015,184.06,497.37,44.16,58.15,75.98,61.89,13.78,9.13,40.91,391
Hyderabad,15-02-2015,184.06,497.37,11.16,30.51,41.66,61.89,0.46,6.52,53.2,391
Lucknow,15-02-2015,184.06,497.37,3.3,21.52,4.05,61.89,14.7,159.23,43.28,391
Mumbai,15-02-2015,184.06,497.37,3.3,21.52,25.99,61.89,0,159.23,43.28,391
Ahmedabad,16-02-2015,99.7,497.37,19.85,28.1,47.31,61.89,19.85,73.23,30.57,536
Bengaluru,16-02-2015,99.7,497.37,10.65,24.41,19.88,10.67,2.35,3.84,49.3,536
Chennai,16-02-2015,99.7,497.37,9.55,12.63,15.2,82.48,0.98,7.38,30.87,536
Delhi,16-02-2015,152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,358
Hyderabad,16-02-2015,152.62,310.74,41.2,45.49,86.7,74.74,0.78,10.51,38.41,358
Lucknow,16-02-2015,152.62,310.74,4.27,26.65,4.22,74.74,16,106.44,32.19,358
Mumbai,16-02-2015,152.62,310.74,4.27,26.65,25.47,74.74,0,106.44,32.19,358
Ahmedabad,17-02-2015,80.61,310.74,15.96,21.04,35.67,74.74,15.96,54.7,36.2,479
Bengaluru,17-02-2015,80.61,310.74,15.95,24.68,24.11,4.66,0.83,13.39,44.34,479
Chennai,17-02-2015,80.61,310.74,11.76,14.43,11.95,116.59,5.18,8.35,33.53,479
Delhi,17-02-2015,161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,327
Hyderabad,17-02-2015,161.27,195.78,44.55,52.83,97.37,75.66,0.78,10.94,27.52,327
Lucknow,17-02-2015,161.27,195.78,4.05,25.15,4.22,75.66,12.28,10.94,27.74,327
Mumbai,17-02-2015,161.27,195.78,4.05,25.15,26.31,75.66,0,10.94,27.74,327
Ahmedabad,18-02-2015,100.79,195.78,16.24,25.93,41.91,75.66,16.24,43.11,37.43,592
Bengaluru,18-02-2015,100.79,195.78,17.48,23.38,23.51,6.34,3.23,17.62,28.85,592
Chennai,18-02-2015,100.79,195.78,12.57,15.78,10.13,113.29,9.81,9.15,33.83,592
Delhi,18-02-2015,188.2,253.53,69.2,60.29,104.31,79.83,16.23,8.65,36.54,365
Hyderabad,18-02-2015,188.2,253.53,11.4,24.63,36.02,79.83,1.18,6.74,39.42,365
Lucknow,18-02-2015,188.2,253.53,4.38,28.35,4.22,79.83,11.87,58.62,30.65,365
Mumbai,18-02-2015,188.2,253.53,4.38,28.35,25.14,79.83,0,58.62,30.65,365
Ahmedabad,19-02-2015,107.99,253.53,11.25,30.09,40.47,79.83,11.25,84.86,31.94,427
Bengaluru,19-02-2015,107.99,253.53,14.46,27.71,24.33,19.81,2.18,11.15,31.69,427
Chennai,19-02-2015,107.99,253.53,12.62,15.2,10.55,85.61,9.99,9.42,19.3,427
Delhi,19-02-2015,159.97,193.78,24.53,40.51,47.8,81.44,13.11,5.08,31.88,352
Hyderabad,19-02-2015,159.97,193.78,7.88,17.3,25.18,81.44,0.68,7.38,37.9,352
Lucknow,19-02-2015,159.97,193.78,4.5,29.61,4.47,81.44,16.37,113.63,25.96,352
Mumbai,19-02-2015,159.97,193.78,4.5,29.61,25.22,81.44,0,113.63,25.96,352
Ahmedabad,20-02-2015,140.29,193.78,33.84,36.14,68.85,81.44,33.84,101.53,40.98,588
Bengaluru,20-02-2015,140.29,193.78,10,22.83,18.26,31.1,6.95,12.52,33.43,588
Chennai,20-02-2015,140.29,193.78,12.1,13.43,13.11,98.16,4.52,11.51,30.22,588
Delhi,20-02-2015,144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,317
Hyderabad,20-02-2015,144.12,162.2,4.49,18.22,22.71,81.04,0.33,4.12,32.4,317
Lucknow,20-02-2015,144.12,162.2,4.33,18.41,5.14,81.04,5.26,4.12,16.19,317
Mumbai,20-02-2015,144.12,162.2,4.33,18.41,25.44,81.04,0,4.12,16.19,317
Ahmedabad,21-02-2015,239.96,162.2,61.95,46.25,106.92,81.04,61.95,84.87,33.55,1141
Bengaluru,21-02-2015,239.96,162.2,4.77,21.34,14.07,12.5,8.98,14.25,39.2,1141
Chennai,21-02-2015,239.96,162.2,9.33,11.56,14.85,103.03,0.85,7.04,24.91,1141
Delhi,21-02-2015,155.38,191.03,35.51,45.11,57.91,69.59,14.21,12.24,30.11,320
Hyderabad,21-02-2015,155.38,191.03,5.19,22.16,27.36,69.59,0.38,4.87,33.24,320
Lucknow,21-02-2015,155.38,191.03,4.61,26.09,3.61,69.59,12.09,4.87,27.47,320
Mumbai,21-02-2015,155.38,191.03,4.61,26.09,26.82,69.59,0,4.87,27.47,320
Ahmedabad,22-02-2015,142.96,191.03,45.45,48.21,92.32,69.59,45.45,62.96,34.77,669
Bengaluru,22-02-2015,142.96,191.03,8.27,24.09,17.26,13.56,6.28,13.11,54.18,669
Chennai,22-02-2015,142.96,191.03,8.72,11.4,12.7,110.13,0.9,6.31,30.54,669
Delhi,22-02-2015,124.1,107.61,15.38,31.83,32.15,70.25,9.73,5.68,27.19,279
Hyderabad,22-02-2015,124.1,107.61,32.39,38.32,70.71,70.25,0.6,9,34.47,279
Lucknow,22-02-2015,124.1,107.61,4.26,20.97,4.22,70.25,11.84,9,28.7,279
Mumbai,22-02-2015,124.1,107.61,4.26,20.97,27.54,70.25,0,9,28.7,279
Ahmedabad,23-02-2015,238.41,107.61,77.7,55.07,131.32,70.25,77.7,89.07,37.3,1247
Bengaluru,23-02-2015,238.41,107.61,7.39,24.14,16.93,15.44,13.56,11.93,53.97,1247
Chennai,23-02-2015,238.41,107.61,13.54,15.81,13.57,105.68,0.9,6.13,25.03,1247
Delhi,23-02-2015,141.39,157.01,21.95,38.23,42.71,36.38,9.29,9.43,36.86,281
Hyderabad,23-02-2015,141.39,157.01,21.74,38.21,59.95,36.38,0.65,6.5,33.61,281
Lucknow,23-02-2015,141.39,157.01,5.42,27.46,4.22,36.38,16.84,6.5,23.22,281
Mumbai,23-02-2015,141.39,157.01,5.42,27.46,29.02,36.38,0,6.5,23.22,281
Ahmedabad,24-02-2015,118.72,157.01,12.56,32.01,42.56,36.38,12.56,61.54,38.8,411
Bengaluru,24-02-2015,118.72,157.01,13.49,28.8,24.25,17.21,4.78,5.76,40.55,411
Chennai,24-02-2015,118.72,157.01,14.05,14.44,14.09,114.96,0.9,7.34,29.33,411
Delhi,24-02-2015,170.16,238.33,36.04,48.4,60.78,34.14,14.17,9.28,37.39,354
Hyderabad,24-02-2015,170.16,238.33,6.73,29.65,36.38,34.14,0.49,5.23,36.43,354
Lucknow,24-02-2015,170.16,238.33,6.31,28.73,4.22,34.14,12.48,5.23,22.18,354
Mumbai,24-02-2015,170.16,238.33,6.31,28.73,26.68,34.14,0,5.23,22.18,354
Ahmedabad,25-02-2015,52.99,238.33,2.23,10.45,10.39,34.14,2.23,32.76,67.25,292
Bengaluru,25-02-2015,52.99,238.33,13.88,29.78,24.83,21.85,1.49,6.5,51.91,292
Chennai,25-02-2015,52.99,238.33,10.83,11.57,16.94,62.31,1.41,8.67,30.18,292
Delhi,25-02-2015,148.19,169.57,14.79,29.28,34.14,34.91,14.13,5.94,31.57,340
Hyderabad,25-02-2015,148.19,169.57,4.6,24.99,29.59,34.91,0.42,4.03,47.29,340
Lucknow,25-02-2015,148.19,169.57,6.59,18.02,4.72,34.91,13.42,4.03,18.1,340
Mumbai,25-02-2015,148.19,169.57,6.59,18.02,26.41,34.91,0,4.03,18.1,340
Ahmedabad,26-02-2015,148.19,169.57,6.59,18.02,26.41,34.91,0,4.03,18.1,340
Bengaluru,26-02-2015,148.19,169.57,9.7,31.32,22.64,17.22,1.24,7.13,65.41,340
Chennai,26-02-2015,148.19,169.57,7.97,13.22,15.59,17.22,3.42,6.31,29.46,340
Delhi,26-02-2015,140.78,171.64,11.34,20.95,26.65,23.22,13.61,6.98,28.72,323
Hyderabad,26-02-2015,140.78,171.64,4.89,22.9,27.78,23.22,0.38,3.61,42.77,323
Lucknow,26-02-2015,140.78,171.64,4.59,10.35,6.24,23.22,6.12,3.61,11.27,323
Mumbai,26-02-2015,140.78,171.64,4.59,10.35,26.85,23.22,0,3.61,11.27,323
Ahmedabad,27-02-2015,140.78,171.64,4.59,10.35,26.85,23.22,0,3.61,11.27,323
Bengaluru,27-02-2015,140.78,171.64,6.52,26.9,18.07,20.09,1.14,4,66.49,323
Chennai,27-02-2015,140.78,171.64,10.16,11.24,12.99,58.05,0.97,7.77,40.47,323
Delhi,27-02-2015,130.42,163.67,13.85,24.75,31.46,22.36,12.78,12.12,34.08,315
Hyderabad,27-02-2015,130.42,163.67,6.07,19.24,25.31,22.36,0.33,4.73,42.19,315
Lucknow,27-02-2015,130.42,163.67,7.11,11.42,6.24,22.36,17.65,4.73,11.22,315
Mumbai,27-02-2015,130.42,163.67,7.11,11.42,26.84,22.36,0,4.73,11.22,315
Ahmedabad,28-02-2015,130.42,163.67,7.11,11.42,26.84,22.36,0,4.73,11.22,315
Bengaluru,28-02-2015,130.42,163.67,2.94,19.57,11.15,17.43,1.38,2.82,62.61,315
Chennai,28-02-2015,130.42,163.67,8.73,11.7,11.08,29.87,1.15,6.09,25.91,315
Delhi,28-02-2015,105.86,169.28,9.21,20.65,25.3,16.49,11.8,12.48,41.38,310
Hyderabad,28-02-2015,105.86,169.28,4.38,13.32,17.7,16.49,0.32,5.35,27.87,310
Lucknow,28-02-2015,105.86,169.28,7.26,13.83,5.4,16.49,11.21,5.35,15.43,310
Mumbai,28-02-2015,105.86,169.28,7.26,13.83,25.4,16.49,0,5.35,15.43,310
Ahmedabad,1/3/2015,61.12,169.28,3.58,16.81,20.92,16.49,3.58,28.44,30.48,310
Bengaluru,1/3/2015,61.12,169.28,2.52,10.39,10.91,15.23,0.48,6.93,51.37,310
Chennai,1/3/2015,61.12,169.28,8.16,11.38,11.91,14.42,1.15,5.8,52.44,310
Delhi,1/3/2015,71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,324
Hyderabad,1/3/2015,71.83,98.89,3.92,10.93,14.84,12.44,0.32,4.25,27.31,324
Lucknow,1/3/2015,71.83,98.89,7.85,16.82,4.39,12.44,10.28,124.96,15.09,324
Mumbai,1/3/2015,71.83,98.89,7.85,16.82,24.76,12.44,0,124.96,15.09,324
Ahmedabad,2/3/2015,60.78,98.89,9.07,18.21,27.34,12.44,9.07,29.48,34.75,189
Bengaluru,2/3/2015,60.78,98.89,4.23,18.06,14.59,33.23,3.56,6.72,58.97,189
Chennai,2/3/2015,60.78,98.89,8.66,10.95,12.26,14.83,10.6,5.29,93.22,189
Delhi,2/3/2015,53.71,60.15,11.02,13.43,20.48,19.11,10.19,3.21,22.08,226
Hyderabad,2/3/2015,53.71,60.15,28.32,17.6,45.92,19.11,0.68,3.22,13.53,226
Lucknow,2/3/2015,53.71,60.15,11.15,27.26,6.16,19.11,12.16,3.22,10.79,226
Mumbai,2/3/2015,53.71,60.15,11.15,27.26,27.32,19.11,0,3.22,10.79,226
Ahmedabad,3/3/2015,91.83,60.15,12.99,28.71,40.76,19.11,12.99,39.71,38.46,408
Bengaluru,3/3/2015,91.83,60.15,7.81,19.56,17.16,30.4,14.67,8.6,43.5,408
Chennai,3/3/2015,91.83,60.15,10.02,12.29,11.48,63.64,5.33,8.15,47.22,408
Delhi,3/3/2015,83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,266
Hyderabad,3/3/2015,83.49,112.1,7.56,18.14,25.7,16.04,0.34,3.09,16.42,266
Lucknow,3/3/2015,83.49,112.1,9.09,21.85,4.81,16.04,9.62,3.09,16.56,266
Mumbai,3/3/2015,83.49,112.1,9.09,21.85,27.16,16.04,0,3.09,16.56,266
Ahmedabad,4/3/2015,93.88,112.1,18.21,29.38,47.01,16.04,18.21,62.75,46.79,383
Bengaluru,4/3/2015,93.88,112.1,4.75,17.36,12.54,12.44,3.39,5.99,61.8,383
Chennai,4/3/2015,93.88,112.1,9.25,11.37,11.41,58.57,2.82,6.77,41.26,383
Delhi,4/3/2015,91.07,139.15,13.71,24.28,28.73,17.44,10.64,4.68,25.83,200
Hyderabad,4/3/2015,91.07,139.15,3.6,17.44,21.04,17.44,0.28,7.88,50.26,200
Lucknow,4/3/2015,91.07,139.15,8.02,12.38,3.55,17.44,10.53,7.88,24.78,200
Mumbai,4/3/2015,91.07,139.15,8.02,12.38,27.37,17.44,0,7.88,24.78,200
Ahmedabad,5/3/2015,173.01,139.15,48.44,42.27,90.73,17.44,48.44,78.76,59.39,780
Bengaluru,5/3/2015,173.01,139.15,11.53,19.94,18.57,6.9,29.33,8.79,45.01,780
Chennai,5/3/2015,173.01,139.15,10.67,14.04,8.45,40.55,9.85,7.59,63.26,780
Delhi,5/3/2015,106.57,196.19,25.97,31.12,45.48,28.86,9.36,5.97,32.88,275
Hyderabad,5/3/2015,106.57,196.19,5.94,20.67,26.62,28.86,0.35,5,36.44,275
Lucknow,5/3/2015,106.57,196.19,10.04,20.08,4.37,28.86,11.83,5,27.25,275
Mumbai,5/3/2015,106.57,196.19,10.04,20.08,28.75,28.86,0,5,27.25,275
Ahmedabad,6/3/2015,106.57,196.19,10.04,20.08,28.75,28.86,0,5,27.25,275
Bengaluru,6/3/2015,106.57,196.19,5.94,15.04,12.71,6.3,23.53,16.03,31.55,275
Chennai,6/3/2015,106.57,196.19,11.44,16.34,8.46,74,11.02,10.07,105.13,275
Delhi,6/3/2015,101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,322
Hyderabad,6/3/2015,101.75,163.14,12.91,14.68,27.59,32.04,0.3,3.4,18.77,322
Lucknow,6/3/2015,101.75,163.14,9.78,19.54,4.99,32.04,11.58,3.4,28.29,322
Mumbai,6/3/2015,101.75,163.14,9.78,19.54,30.51,32.04,0,3.4,28.29,322
Ahmedabad,7/3/2015,105.45,163.14,2.5,16.1,18.66,32.04,2.5,29.29,69.9,322
Bengaluru,7/3/2015,105.45,163.14,7.08,15.68,14.94,6.46,25.7,12.69,36.67,322
Chennai,7/3/2015,105.45,163.14,11.05,18.61,11.19,10.8,10.12,8.04,85.37,322
Delhi,7/3/2015,77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,216
Hyderabad,7/3/2015,77.57,90.54,11.15,19.36,30.51,16.83,0.38,3.45,19.66,216
Lucknow,7/3/2015,77.57,90.54,13.33,21.08,4.22,16.83,11.55,3.45,26.71,216
Mumbai,7/3/2015,77.57,90.54,13.33,21.08,27.12,16.83,0,3.45,26.71,216
Ahmedabad,8/3/2015,71.56,90.54,3.51,16.83,20.32,16.83,3.51,30.28,57.16,190
Bengaluru,8/3/2015,71.56,90.54,5.24,11.59,9.48,11.83,16.01,11.89,45.87,190
Chennai,8/3/2015,71.56,90.54,10.26,18.9,10.12,10.89,9.77,5.5,64.65,190
Delhi,8/3/2015,63.24,80.2,13.52,20.35,27.44,16.12,8.19,3.98,20.71,108
Hyderabad,8/3/2015,63.24,80.2,7.55,16.46,24.01,16.12,0.37,3.04,20.61,108
Lucknow,8/3/2015,63.24,80.2,10.8,19.58,4.39,16.12,12.21,167.19,22.09,108
Mumbai,8/3/2015,63.24,80.2,10.8,19.58,27.07,16.12,0,167.19,22.09,108
Ahmedabad,9/3/2015,119.8,80.2,4.13,24.07,27.9,16.12,4.13,50.35,50.49,233
Bengaluru,9/3/2015,119.8,80.2,6.85,20.06,18.5,23.32,25.5,11.47,36.7,233
Chennai,9/3/2015,119.8,80.2,10.03,18.29,12.99,11.03,9.93,5.29,77.43,233
Delhi,9/3/2015,76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,197
Hyderabad,9/3/2015,76.62,117.38,14.2,29.46,43.66,15.2,0.57,7.71,30.14,197
Lucknow,9/3/2015,76.62,117.38,8.47,19.51,4.22,15.2,14.47,7.71,27.1,197
Mumbai,9/3/2015,76.62,117.38,8.47,19.51,44.83,15.2,0,7.71,27.1,197
Ahmedabad,10/3/2015,106.71,117.38,5.39,25.59,30.51,15.2,5.39,38.85,60.17,297
Bengaluru,10/3/2015,106.71,117.38,4.95,26.12,17.58,21.54,1.08,3.17,41.81,297
Chennai,10/3/2015,106.71,117.38,10.07,22.44,16.57,11.42,5.45,4.61,34.6,297
Delhi,10/3/2015,86.7,150.92,11.44,18.82,25.78,18.88,7.98,3.84,25.87,238
Hyderabad,10/3/2015,86.7,150.92,12.51,26.4,38.9,18.88,0.57,5.27,23.21,238
Lucknow,10/3/2015,86.7,150.92,7.67,22.78,4.22,18.88,8.9,20.83,31.41,238
Mumbai,10/3/2015,86.7,150.92,7.67,22.78,148.63,18.88,0,20.83,31.41,238
Ahmedabad,11/3/2015,118.49,150.92,4.11,28.94,31.83,18.88,4.11,54.2,53.61,330
Bengaluru,11/3/2015,118.49,150.92,8.59,33.01,23.66,30.29,1.33,2.86,35.98,330
Chennai,11/3/2015,118.49,150.92,10.4,21.64,19.98,11.56,1.13,5.03,35.85,330
Delhi,11/3/2015,104.29,176.2,14.94,25.63,32.66,29.48,10.76,6.3,29.62,274
Hyderabad,11/3/2015,104.29,176.2,11.93,30.79,42.72,29.48,0.5,4.64,30.03,274
Lucknow,11/3/2015,104.29,176.2,7.81,24.66,4.22,29.48,10.51,11.61,34.98,274
Mumbai,11/3/2015,104.29,176.2,7.81,24.66,159.94,29.48,0,11.61,34.98,274
Ahmedabad,12/3/2015,106.01,176.2,4.28,27.31,30.54,29.48,4.28,70.29,40.91,252
Bengaluru,12/3/2015,106.01,176.2,5.47,25.29,17.47,23.55,1.9,1.67,37.65,252
Chennai,12/3/2015,106.01,176.2,11.46,16.02,14.87,10.86,1.11,5.22,57.14,252
Delhi,12/3/2015,115.93,203.75,18.48,32.29,37.84,30.72,11.3,7.03,35.05,315
Hyderabad,12/3/2015,115.93,203.75,8.03,25.33,33.35,30.72,0.44,4.63,33.62,315
Lucknow,12/3/2015,115.93,203.75,8.63,25.05,4.39,30.72,8.6,11.68,30.95,315
Mumbai,12/3/2015,115.93,203.75,8.63,25.05,141.44,30.72,0,11.68,30.95,315
Ahmedabad,13-03-2015,97.34,203.75,3.67,21.58,24.62,30.72,3.67,64.39,45.69,244
Bengaluru,13-03-2015,97.34,203.75,8.1,20.97,17.24,13.57,13.01,7.84,43.46,244
Chennai,13-03-2015,97.34,203.75,11.18,16.2,13.81,13.77,2.8,8.43,52.68,244
Delhi,13-03-2015,108.66,173.89,15.61,30.75,37.02,23.31,10.23,10.65,34.05,307
Hyderabad,13-03-2015,108.66,173.89,7.53,23.86,31.39,23.31,0.44,3.99,37.32,307
Lucknow,13-03-2015,108.66,173.89,11.1,26.42,5.31,23.31,2.31,14.02,20.87,307
Mumbai,13-03-2015,108.66,173.89,11.1,26.42,143.29,23.31,0,14.02,20.87,307
Ahmedabad,14-03-2015,83.92,173.89,6.42,25.03,30.8,23.31,6.42,67.53,34.94,234
Bengaluru,14-03-2015,83.92,173.89,12.44,20.58,19.72,1.12,18.28,19.64,49.53,234
Chennai,14-03-2015,83.92,173.89,9.82,16.41,14.35,10.89,1.12,7.79,51.23,234
Delhi,14-03-2015,67.94,105.29,14.3,29.78,32.1,29.21,9.18,10.14,23.39,208
Hyderabad,14-03-2015,67.94,105.29,6.69,16.89,23.58,29.21,0.32,3.78,36.86,208
Lucknow,14-03-2015,67.94,105.29,8.81,24.89,4.64,29.21,1.99,13.47,24.91,208
Mumbai,14-03-2015,67.94,105.29,8.81,24.89,96.51,29.21,0,13.47,24.91,208
Ahmedabad,15-03-2015,49.51,105.29,3.1,14.16,16.15,29.21,3.1,48.33,37.95,219
Bengaluru,15-03-2015,49.51,105.29,9.08,15.12,15.97,3.79,29.93,16.57,48.26,219
Chennai,15-03-2015,49.51,105.29,30.73,35.78,13.25,11.15,1.07,5.58,47.28,219
Delhi,15-03-2015,38.89,46.68,9.49,17.76,21.45,30.59,8.23,4.25,22,165
Hyderabad,15-03-2015,38.89,46.68,4.66,11.37,16.03,30.59,0.31,2.82,31.17,165
Lucknow,15-03-2015,38.89,46.68,7.44,18.44,4.3,30.59,2.13,9.43,13.24,165
Mumbai,15-03-2015,38.89,46.68,7.44,18.44,68.31,30.59,0,9.43,13.24,165
Ahmedabad,16-03-2015,30.76,46.68,2.72,14.14,16.98,30.59,2.72,43.62,54.78,118
Bengaluru,16-03-2015,30.76,46.68,12.37,18.67,20.45,4.81,25.25,30.13,47.74,118
Chennai,16-03-2015,30.76,46.68,17.08,24.87,14.08,11.16,1.09,5.63,52.19,118
Delhi,16-03-2015,45.39,74.14,10.2,17.14,22.27,33.16,7.87,8.8,25.55,188
Hyderabad,16-03-2015,45.39,74.14,5.87,13.34,19.21,33.16,0.3,3.6,29.12,188
Lucknow,16-03-2015,45.39,74.14,14.42,28.15,5.06,33.16,2.12,9.6,18.75,188
Mumbai,16-03-2015,45.39,74.14,14.42,28.15,77.33,33.16,0,9.6,18.75,188
Ahmedabad,17-03-2015,50.29,74.14,5.34,29.84,33.28,33.16,5.34,59.23,45.44,231
Bengaluru,17-03-2015,50.29,74.14,13.81,31.84,27.25,21.65,17.79,11.89,49.86,231
Chennai,17-03-2015,50.29,74.14,35.48,48.6,17.67,10.54,1.07,10.75,73.63,231
Delhi,17-03-2015,55.55,104.33,12.18,20.96,25.28,39.8,10.45,7.19,23.11,217
Hyderabad,17-03-2015,55.55,104.33,7.88,18.99,26.87,39.8,0.37,6.11,42.96,217
Lucknow,17-03-2015,55.55,104.33,12.59,28.12,5.23,39.8,2.23,11.79,14.84,217
Mumbai,17-03-2015,55.55,104.33,12.59,28.12,147.88,39.8,0,11.79,14.84,217
Ahmedabad,18-03-2015,57.69,104.33,25.36,29.48,54.79,39.8,25.36,58.33,52.87,286
Bengaluru,18-03-2015,57.69,104.33,35.23,34.01,40.01,20.82,6.17,3.76,49.27,286
Chennai,18-03-2015,57.69,104.33,46.92,54.96,14.34,9.96,1.25,10.87,34.43,286
Delhi,18-03-2015,50.59,95.56,9.32,16.6,21.74,39.16,7.83,3.6,27.5,191
Hyderabad,18-03-2015,50.59,95.56,5.59,18.97,24.56,39.16,0.35,5.43,45.65,191
Lucknow,18-03-2015,50.59,95.56,7.23,21.83,4.3,39.16,2.24,9.74,46.65,191
Mumbai,18-03-2015,50.59,95.56,7.23,21.83,146.64,39.16,0,9.74,46.65,191
Ahmedabad,19-03-2015,105.06,95.56,46.24,37.05,82.23,39.16,46.24,53.62,45.65,883
Bengaluru,19-03-2015,105.06,95.56,17.05,33.58,29.48,29.11,15.98,47.19,56.32,883
Chennai,19-03-2015,105.06,95.56,14.24,22.4,16.37,9.99,1.02,12.45,48.82,883
Delhi,19-03-2015,69.51,136.67,14.05,23.77,30.29,36.77,7.89,4.97,27.07,240
Hyderabad,19-03-2015,69.51,136.67,5.93,19.97,25.9,36.77,0.37,5.53,45.79,240
Lucknow,19-03-2015,69.51,136.67,7.34,22.57,4.22,36.77,2.26,10.15,64.24,240
Mumbai,19-03-2015,69.51,136.67,7.34,22.57,192.23,36.77,0,10.15,64.24,240
Ahmedabad,20-03-2015,94.1,136.67,22.14,36.53,57.49,36.77,22.14,61.31,46.77,720
Bengaluru,20-03-2015,30.65,136.67,3.36,28.48,18.68,27.2,4.55,2.76,43.25,720
Chennai,20-03-2015,30.65,136.67,14.93,22.22,13.62,10.04,1.05,10.7,35.5,720
Delhi,20-03-2015,96.62,168,19.15,29.04,37.12,35.07,9.59,6.66,29.01,229
Hyderabad,20-03-2015,96.62,168,5.74,26.43,32.17,35.07,0.48,5.4,38.92,229
